UserId,ProductCode,ProductName,SearchProductName,Closing,ClosingUpdated,SessionId
AIOCD2501,MKAZV,AMIKAMAC 250 VAIL 1S,AMIKAMAC250VAIL1S,21,2018-03-31 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,TIA6,AMBROLITE D SY 60ML,AMBROLITEDSY60ML,89,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,TIAZF,ASTYMIN Z FORTE CAP 20S,ASTYMINZFORTECAP20S,109,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,SA2,ALZOLAM 0.25 TAB 10S,ALZOLAM.25TAB10S,21,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,SAT,AMIXIDE TAB. 10S,AMIXIDETAB10S,6,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,MCAC,ALLERCET TAB 10S,ALLERCETTAB10S,128,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,SAG1,AZTOGOLD 10 TAB 10S,AZTOGOLD10TAB10S,126,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,SAG2,AZTOGOLD 20 TAB 10S,AZTOGOLD20TAB10S,137,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,SAZT,AZTOLET 10MG 10S,AZTOLET10MG10S,12,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,SAZT2,AZTOLET 20MG 10S,AZTOLET20MG10S,30,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,APALD,AMBRODIL LX DROPS 15ML,AMBRODILLXDROPS15ML,53,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,SSA2T,AQSUSTEN 25 AMP 5*1,AQSUSTEN25AMP5X1,80,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,ANAF,AXION FORTE TAB 10S,AXIONFORTETAB10S,30,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,CATO,AMLOPRES TRIO 10S,AMLOPRESTRIO10S,27,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,CAL1,ATORLIP 10MG 15S,ATORLIP10MG15S,11,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,GMAFS,ASCORIL FLU SYP 60ML,ASCORILFLUSYP60ML,128,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,FDATT,AMODEP TMH 10,AMODEPTMH10,10,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,AJ4,AZUTAN 40 10S,AZUTAN4010S,40,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,SAA5,ANABOOM AD LOTION 50ML,ANABOOMADLOTION50ML,6,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,SAAH,ANABOOM ANTI HAIR FALL 60ML,ANABOOMANTIHAIRFALL60ML,7,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,AAQC,AQUASOFT CREAM 100GM,AQUASOFTCREAM100GM,5,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,TIAM,ASTYMIN M FORTE 10S.,ASTYMINMFORTE10S,34,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,MCATP,ANXIT PLUS TAB 10S,ANXITPLUSTAB10S,20,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,MCAT1,ASTIN 10 TAB 10S,ASTIN10TAB10S,24,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,CAS4,ASTHALIN SA 4MG TAB. 10S,ASTHALINSA4MGTAB10S,1,2018-03-31 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,FDAP,ARFLUR P TAB 10S,ARFLURPTAB10S,50,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,FDAT,AMODEP TM TAB 10S,AMODEPTMTAB10S,109,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,FDAA,AMODEP AT TAB 14S,AMODEPATTAB14S,103,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,TAX,AZULIX 1MG 10S,AZULIX1MG10S,20,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,CAI,ASTHALIN INHALER 1S,ASTHALININHALER1S,1,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,CARP,ASTHALIN RESP. 2.5ML,ASTHALINRESP2.5ML,80,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,CAS,ASTHALIN SYP 100ML,ASTHALINSYP100ML,150,2019-06-30 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,MEAA,AMLOVAS AT TAB 15S,AMLOVASATTAB15S,14,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,IAAL1,AZIBACT LR 100 30ML,AZIBACTLR10030ML,40,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,APAXS,AMBRODIL XP SYP 100ML,AMBRODILXPSYP100ML,30,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,APAX,AMBRODIL XP CAP 10S,AMBRODILXPCAP10S,10,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,TAK5,AMPOXIN KID TAB 10S,AMPOXINKIDTAB10S,15,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,SAT5,ADMENTA 5 TAB 10S,ADMENTA5TAB10S,10,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,TAG,AFOGLIP TAB 10S,AFOGLIPTAB10S,24,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,GMALS,ASCOVENT LS SYP 100ML,ASCOVENTLSSYP100ML,1,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,CAAX,ASTHALIN AX SY 100ML,ASTHALINAXSY100ML,60,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,CASD,ALFUSIN D TAB 10S,ALFUSINDTAB10S,12,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,TAM5,AFOGLIP M 500 10S,AFOGLIPM50010S,36,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,TAM1,AFOGLIP M 1000 10S,AFOGLIPM100010S,10,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,MKA2,AMLOKIND 2.5 TAB 30S,AMLOKIND2.5TAB30S,64,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,LLAM,ALCIUM 10S,ALCIUM10S,34,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,MEASS,APTISYP SY 175ML,APTISYPSY175ML,12,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,CAA1,ATORLIP ASP CAP 10S,ATORLIPASPCAP10S,9,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,TATM,ARKAMIN TAB 30S,ARKAMINTAB30S,180,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,TAM2,AZULIX 2MF 15S,AZULIX2MF15S,5,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,TAF1,AZULIX 1MF FORTE 15S,AZULIX1MFFORTE15S,14,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,CALF,ATORLIP F TAB 15S,ATORLIPFTAB15S,5,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,LLAFN,ABFLO N TAB 10S,ABFLONTAB10S,25,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,SPAL,ALVERISE KIDS BAR 75GM,ALVERISEKIDSBAR75GM,130,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,STAT,ACOTRUST 100MG TAB 10S,ACOTRUST100MGTAB10S,20,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,BOAT,ACTNEW TAB 10S,ACTNEWTAB10S,19,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,CTAS,ALBUTAMOL SY. 100ML,ALBUTAMOLSY100ML,3,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,ESA1,ATORSAVE 10 TAB 15S,ATORSAVE10TAB15S,19,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,ENAM,ALERFIX M TAB 15S,ALERFIXMTAB15S,20,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,SAC1,ANGIZEM CD 120 CAP. 10S,ANGIZEMCD120CAP10S,41,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,MKAP,ARGIPREG SACHET 5GM,ARGIPREGSACHET5GM,108,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,AGA5,AMLOSAFE 5MG TAB. 10S,AMLOSAFE5MGTAB10S,43,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,CAED,ADDTEARS EYE DROPS 10ML,ADDTEARSEYEDROPS10ML,5,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,CACR,AEROCORT R/C 30S,AEROCORTRC30S,3,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,CAC,ACIVIR CREAM 5GM,ACIVIRCREAM5GM,54,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,MCAA,AMLONG A TAB. 10S,AMLONGATAB10S,32,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,CAD,ACIVIR 400 DT 10S,ACIVIR400DT10S,11,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,CARS,ALERID SY. 30ML,ALERIDSY30ML,73,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,CA2,ASTHALIN 2MG TAB. 30S,ASTHALIN2MGTAB30S,27,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,MCAL,ALLERCET L TAB 10S,ALLERCETLTAB10S,96,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,GRAS,AEROLIFE SPACER 1S,AEROLIFESPACER1S,7,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,MEAI3,ACUCLAV IV 300GM 1S,ACUCLAVIV300GM1S,6,2018-10-31 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,CPAR,AZEE 200 REDIUSE 15ML,AZEE200REDIUSE15ML,10,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,CART,ALERID TAB. 10S,ALERIDTAB10S,21,2018-10-31 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,BPA2,AMICIN 250MG VAIL 2ML,AMICIN250MGVAIL2ML,192,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,MEAZ2,ACCUZON 250 1MG,ACCUZON2501MG,10,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,LLAD,AZEFLO N/SPRAY 7ML,AZEFLONSPRAY7ML,14,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,CAIV,ACIVIR IV 10ML,ACIVIRIV10ML,20,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,SCA7,AMBISTRYNS .75GM VAIL. 1S,AMBISTRYNS.75GMVAIL1S,1,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,MCAT4,ASTIN 40MG 10S,ASTIN40MG10S,92,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,ESA4,ATORSAVE 40 TAB 15S,ATORSAVE40TAB15S,12,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,ESA2,ATORSAVE 20 TAB 15S,ATORSAVE20TAB15S,27,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,TA4,ATLURA 40 TAB 10S,ATLURA40TAB10S,20,2018-03-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,TA8,ATLURA 80 TAB 10S,ATLURA80TAB10S,4,2018-03-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,ESAD4,ATORSAVE D40 TAB 15S,ATORSAVED40TAB15S,14,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,APA1,AMBRODIL PLUS 100ML 100ML,AMBRODILPLUS100ML100ML,103,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,MAPC,ANXIPAN CAP 10S,ANXIPANCAP10S,15,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,AFAM,AFDERM MN CREAM 15GM,AFDERMMNCREAM15GM,53,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,GMAFP,ASCORIL FLU P SYP 60ML,ASCORILFLUPSYP60ML,1,2018-03-31 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,GMAF5,AZIFINE 500MG TAB 5S,AZIFINE500MGTAB5S,98,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,LLAC4,ALPHACEPT 4 CAP 10S,ALPHACEPT4CAP10S,20,2018-06-30 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,GMADT,ASCORIL D TAB 10S,ASCORILDTAB10S,95,2018-03-13 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,CHA3,ACNEMOIST 60GM 60GM,ACNEMOIST60GM60GM,6,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,CHA3,ACNEMOIST 60GM,ACNEMOIST60GM,4,2018-05-12 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
AIOCD2501,TA2,ALPRAX 0.25MG TAB. 15S,ALPRAX.25MGTAB15S,47,2019-07-15 00:00:00.000,92E68336-47F2-4BF9-A4FC-0FCDED445452
